"STRATUM","hhweight","region","hhsize","ch14","adult","elderly","sex_hhh","cons","HHID","year","educlevel_hhh","povline","food_povline","CLUSTER","_merge","below_pov"
2,578.382034933455,5,1,0,1,1,2,296380.042895113,50111201032005,2018,1,49320,33748,501112,3,0
2,578.382034933455,5,5,2,3,1,1,49415.1244898857,50111201032008,2018,1,49320,33748,501112,3,0
2,578.382034933455,5,5,1,4,0,1,52927.0912761606,50111201032011,2018,3,49320,33748,501112,3,0
2,578.382034933455,5,1,0,1,0,2,53228.4136805284,50111201032017,2018,1,49320,33748,501112,3,0
2,578.382034933455,5,2,0,2,0,1,57689.6210094305,50111201032020,2018,3,49320,33748,501112,3,0
2,578.382034933455,5,2,0,2,0,1,71937.8422095608,50111201032023,2018,1,49320,33748,501112,3,0
2,578.382034933455,5,4,1,3,0,1,66696.762867313,50111201032027,2018,3,49320,33748,501112,3,0
2,578.382034933455,5,3,0,3,1,1,49934.3612045475,50111201032033,2018,4,49320,33748,501112,3,0
2,578.382034933455,5,1,0,1,0,2,95305.5096156637,50111201032036,2018,1,49320,33748,501112,3,0
2,578.382034933455,5,2,0,2,0,1,49633.7230551857,50111201032039,2018,3,49320,33748,501112,3,0
2,578.382034933455,5,3,1,2,0,1,65079.7590806843,50111201032045,2018,1,49320,33748,501112,3,0
1,1442.61060667896,5,3,1,2,0,1,101974.708974549,50120103006006,2018,3,49320,33748,501201,3,0
1,1442.61060667896,5,5,3,2,0,1,56477.2638354752,50120103006014,2018,NA,49320,33748,501201,3,0
1,1442.61060667896,5,6,4,2,0,1,37099.2116486085,50120103006021,2018,2,49320,33748,501201,3,1
1,1442.61060667896,5,3,0,3,0,1,46437.7110616524,50120103006029,2018,3,49320,33748,501201,3,1
1,1442.61060667896,5,5,3,2,0,1,62768.6766428336,50120103006035,2018,4,49320,33748,501201,3,0
1,1442.61060667896,5,5,1,4,0,1,37639.0278508288,50120103006044,2018,1,49320,33748,501201,3,1
1,1442.61060667896,5,3,1,2,0,2,37089.2004245281,50120103006052,2018,1,49320,33748,501201,3,1
1,1442.61060667896,5,1,0,1,0,2,61565.8675691481,50120103006060,2018,3,49320,33748,501201,3,0
1,1442.61060667896,5,3,1,2,0,1,110599.785994182,50120103006067,2018,3,49320,33748,501201,3,0
1,1442.61060667896,5,1,0,1,0,1,69992.4093228126,50120103006073,2018,2,49320,33748,501201,3,0
1,1442.61060667896,5,1,0,1,1,1,108967.259094621,50120103006090,2018,1,49320,33748,501201,3,0
1,1442.61060667896,5,3,1,2,0,1,55958.6995023288,50120103006113,2018,2,49320,33748,501201,3,0
2,1821.28811000322,5,3,1,2,0,2,116894.399020445,50124303307003,2018,3,49320,33748,501243,3,0
2,1821.28811000322,5,4,2,2,0,2,93436.7530193009,50124303307012,2018,1,49320,33748,501243,3,0
2,1821.28811000322,5,3,1,2,0,1,84603.7898625958,50124303307022,2018,3,49320,33748,501243,3,0
2,1821.28811000322,5,1,0,1,1,1,122063.253725443,50124303307032,2018,2,49320,33748,501243,3,0
2,1821.28811000322,5,4,1,3,0,2,46089.638937209,50124303307052,2018,1,49320,33748,501243,3,1
2,1821.28811000322,5,4,2,2,0,1,30130.479554894,50124303307062,2018,3,49320,33748,501243,3,1
2,1821.28811000322,5,3,2,1,0,2,50701.3731736982,50124303307072,2018,3,49320,33748,501243,3,0
2,1821.28811000322,5,7,3,4,0,1,95506.9930798849,50124303307081,2018,4,49320,33748,501243,3,0
2,1821.28811000322,5,6,4,2,0,1,35589.4059635706,50124303307101,2018,2,49320,33748,501243,3,1
2,1821.28811000322,5,4,0,4,0,1,51972.7654797431,50124303307111,2018,3,49320,33748,501243,3,0
2,1821.28811000322,5,6,2,4,0,1,130494.663670496,50124303307121,2018,4,49320,33748,501243,3,0
2,1821.28811000322,5,4,2,2,1,2,44268.2720911398,50124303307141,2018,3,49320,33748,501243,3,1
1,652.310883020052,5,7,0,7,5,1,45055.1997970409,50126104001001,2018,1,49320,33748,501261,3,1
1,652.310883020052,5,2,0,2,0,1,153454.417696426,50126104001005,2018,4,49320,33748,501261,3,0
1,652.310883020052,5,3,1,2,2,1,54996.0003176325,50126104001008,2018,1,49320,33748,501261,3,0
1,652.310883020052,5,2,0,2,1,2,75706.405493819,50126104001012,2018,1,49320,33748,501261,3,0
1,652.310883020052,5,4,1,3,1,1,48971.6946059098,50126104001019,2018,2,49320,33748,501261,3,1
1,652.310883020052,5,1,0,1,1,1,103688.167849874,50126104001022,2018,2,49320,33748,501261,3,0
1,652.310883020052,5,5,3,2,0,1,49988.3653730171,50126104001026,2018,2,49320,33748,501261,3,0
1,652.310883020052,5,2,0,2,0,2,1031457.89649299,50126104001029,2018,5,49320,33748,501261,3,0
1,652.310883020052,5,1,0,1,0,1,157824.416786115,50126104001036,2018,4,49320,33748,501261,3,0
1,652.310883020052,5,1,0,1,0,1,335688.293515657,50126104001040,2018,3,49320,33748,501261,3,0
1,652.310883020052,5,3,1,2,0,1,52531.3013610788,50126104001043,2018,3,49320,33748,501261,3,0
1,652.310883020052,5,1,0,1,0,2,193991.585018619,50126104001050,2018,1,49320,33748,501261,3,0
1,2113.48726098497,5,7,4,3,0,1,105175.059179467,50132103003001,2018,3,49320,33748,501321,3,0
1,2113.48726098497,5,7,4,3,0,1,98153.3708281345,50132103003008,2018,3,49320,33748,501321,3,0
1,2113.48726098497,5,3,1,2,0,1,185266.218338549,50132103003016,2018,3,49320,33748,501321,3,0
1,2113.48726098497,5,8,3,5,0,1,70701.7805107902,50132103003024,2018,3,49320,33748,501321,3,0
1,2113.48726098497,5,3,1,2,1,2,94813.6823920616,50132103003040,2018,1,49320,33748,501321,3,0
1,2113.48726098497,5,7,2,5,1,2,77843.8059306614,50132103003047,2018,3,49320,33748,501321,3,0
1,2113.48726098497,5,3,2,1,0,2,66337.2609614126,50132103003055,2018,1,49320,33748,501321,3,0
1,2113.48726098497,5,2,0,2,0,1,153510.263622595,50132103003063,2018,3,49320,33748,501321,3,0
1,2113.48726098497,5,3,2,1,0,2,116217.346681247,50132103003079,2018,3,49320,33748,501321,3,0
1,2113.48726098497,5,4,1,3,0,1,271170.553539323,50132103003086,2018,3,49320,33748,501321,3,0
1,2113.48726098497,5,3,1,2,0,2,139025.801900557,50132103003094,2018,3,49320,33748,501321,3,0
1,2113.48726098497,5,3,1,2,0,1,157487.023760329,50132103003110,2018,3,49320,33748,501321,3,0
1,476.688722206961,5,6,1,5,1,1,107922.262553169,50204104003005,2018,3,49320,33748,502041,3,0
1,476.688722206961,5,7,2,5,1,1,87293.11002528,50204104003008,2018,3,49320,33748,502041,3,0
1,476.688722206961,5,3,1,2,0,1,200670.121608646,50204104003011,2018,3,49320,33748,502041,3,0
1,476.688722206961,5,1,0,1,0,2,116340.03252363,50204104003013,2018,1,49320,33748,502041,3,0
1,476.688722206961,5,5,2,3,0,1,49437.042042332,50204104003016,2018,3,49320,33748,502041,3,0
1,476.688722206961,5,4,1,3,0,1,35539.8520732368,50204104003018,2018,3,49320,33748,502041,3,1
1,476.688722206961,5,1,0,1,0,1,248752.950760199,50204104003021,2018,3,49320,33748,502041,3,0
1,476.688722206961,5,3,0,3,2,1,44812.2305656511,50204104003023,2018,1,49320,33748,502041,3,1
1,476.688722206961,5,3,1,2,0,1,62378.7984754338,50204104003024,2018,3,49320,33748,502041,3,0
1,476.688722206961,5,2,0,2,1,2,105810.46926314,50204104003031,2018,1,49320,33748,502041,3,0
1,476.688722206961,5,2,0,2,0,2,57811.8861496443,50204104003033,2018,3,49320,33748,502041,3,0
1,476.688722206961,5,5,3,2,0,1,135159.770214213,50204104003038,2018,3,49320,33748,502041,3,0
1,1045.02442797872,5,1,0,1,0,1,208088.613937431,50210102012001,2018,3,49320,33748,502101,3,0
1,1045.02442797872,5,7,3,4,0,1,38173.7576112816,50210102012006,2018,3,49320,33748,502101,3,1
1,1045.02442797872,5,4,1,3,0,1,38048.773343363,50210102012011,2018,1,49320,33748,502101,3,1
1,1045.02442797872,5,3,1,2,0,1,36285.9934038415,50210102012015,2018,2,49320,33748,502101,3,1
1,1045.02442797872,5,5,1,4,1,1,38373.1181008888,50210102012029,2018,2,49320,33748,502101,3,1
1,1045.02442797872,5,2,0,2,0,1,59315.8180720697,50210102012034,2018,3,49320,33748,502101,3,0
1,1045.02442797872,5,6,3,3,0,1,103567.406711762,50210102012039,2018,3,49320,33748,502101,3,0
1,1045.02442797872,5,4,0,4,1,2,34911.0220751443,50210102012048,2018,2,49320,33748,502101,3,1
1,1045.02442797872,5,3,0,3,0,1,77846.136939052,50210102012053,2018,3,49320,33748,502101,3,0
1,1045.02442797872,5,1,0,1,0,1,164172.479616795,50210102012057,2018,4,49320,33748,502101,3,0
1,1045.02442797872,5,4,1,3,0,1,76181.4996568312,50210102012067,2018,3,49320,33748,502101,3,0
1,1743.67716807283,5,3,1,2,0,1,88509.668893025,50218102001004,2018,3,49320,33748,502181,3,0
1,1743.67716807283,5,3,1,2,0,1,156980.591256849,50218102001014,2018,1,49320,33748,502181,3,0
1,1743.67716807283,5,7,5,2,0,1,75625.765211327,50218102001023,2018,3,49320,33748,502181,3,0
1,1743.67716807283,5,1,0,1,0,1,96108.355149003,50218102001032,2018,1,49320,33748,502181,3,0
1,1743.67716807283,5,6,3,3,1,2,49225.2370794611,50218102001038,2018,1,49320,33748,502181,3,1
1,1743.67716807283,5,4,2,2,0,1,79882.1533179809,50218102001051,2018,3,49320,33748,502181,3,0
1,1743.67716807283,5,2,0,2,2,2,74053.0837840336,50218102001060,2018,1,49320,33748,502181,3,0
1,1743.67716807283,5,3,0,3,1,1,456835.688141356,50218102001069,2018,4,49320,33748,502181,3,0
1,1743.67716807283,5,4,2,2,0,2,69516.1161143741,50218102001097,2018,3,49320,33748,502181,3,0
1,1743.67716807283,5,2,0,2,0,1,86531.5615222338,50218102001106,2018,3,49320,33748,502181,3,0
1,1743.67716807283,5,5,3,2,0,1,30466.4201557804,50218102001116,2018,1,49320,33748,502181,3,1
1,1743.67716807283,5,1,0,1,0,1,51513.8796488198,50218102001134,2018,3,49320,33748,502181,3,0
1,1718.58828795667,5,1,0,1,0,1,324033.106685071,50223102002004,2018,2,49320,33748,502231,3,0
1,1718.58828795667,5,6,3,3,0,2,46250.8634290321,50223102002013,2018,1,49320,33748,502231,3,1
1,1718.58828795667,5,4,2,2,1,2,151177.289683878,50223102002022,2018,1,49320,33748,502231,3,0
1,1718.58828795667,5,1,0,1,1,2,137563.690870611,50223102002031,2018,1,49320,33748,502231,3,0
1,1718.58828795667,5,4,2,2,0,1,64716.4443440878,50223102002050,2018,3,49320,33748,502231,3,0
1,1718.58828795667,5,3,1,2,0,1,51068.7917792578,50223102002059,2018,3,49320,33748,502231,3,0
1,1718.58828795667,5,4,1,3,0,1,61426.6945357582,50223102002068,2018,1,49320,33748,502231,3,0
1,1718.58828795667,5,4,1,3,2,1,65261.6949672655,50223102002077,2018,2,49320,33748,502231,3,0
1,1718.58828795667,5,1,0,1,0,2,376244.500726527,50223102002104,2018,5,49320,33748,502231,3,0
1,1718.58828795667,5,5,2,3,2,1,67903.4420626099,50223102002114,2018,1,49320,33748,502231,3,0
1,1718.58828795667,5,5,3,2,0,1,126857.305996253,50223102002132,2018,3,49320,33748,502231,3,0
1,1066.27740493662,5,8,4,4,0,1,43888.7566360877,50301302008006,2018,3,49320,33748,503013,3,1
1,1066.27740493662,5,4,2,2,0,1,73652.6789596254,50301302008012,2018,3,49320,33748,503013,3,0
1,1066.27740493662,5,1,0,1,1,1,94783.9693299009,50301302008017,2018,1,49320,33748,503013,3,0
1,1066.27740493662,5,2,0,2,2,1,80914.0790328887,50301302008023,2018,2,49320,33748,503013,3,0
1,1066.27740493662,5,3,1,2,0,1,68303.7236665344,50301302008028,2018,3,49320,33748,503013,3,0
1,1066.27740493662,5,6,1,5,1,1,48751.9134281744,50301302008034,2018,3,49320,33748,503013,3,1
1,1066.27740493662,5,5,2,3,0,1,65487.004567962,50301302008040,2018,2,49320,33748,503013,3,0
1,1066.27740493662,5,2,0,2,1,1,52338.9533431417,50301302008051,2018,1,49320,33748,503013,3,0
1,1066.27740493662,5,4,2,2,0,1,95697.9910647183,50301302008055,2018,3,49320,33748,503013,3,0
1,1066.27740493662,5,3,0,3,0,1,67172.7024254187,50301302008063,2018,4,49320,33748,503013,3,0
1,1066.27740493662,5,4,0,4,0,1,71748.6263735254,50301302008074,2018,1,49320,33748,503013,3,0
1,1066.27740493662,5,2,0,2,0,1,122035.207718907,50301302008085,2018,4,49320,33748,503013,3,0
1,1041.18852482047,5,1,0,1,0,1,653995.504423526,50305102003004,2018,1,49320,33748,503051,3,0
1,1041.18852482047,5,3,1,2,0,1,132038.252157397,50305102003009,2018,3,49320,33748,503051,3,0
1,1041.18852482047,5,5,2,3,0,1,54587.8829771392,50305102003015,2018,3,49320,33748,503051,3,0
1,1041.18852482047,5,6,2,4,0,1,41189.742435197,50305102003020,2018,3,49320,33748,503051,3,1
1,1041.18852482047,5,3,1,2,0,1,131679.151776765,50305102003032,2018,3,49320,33748,503051,3,0
1,1041.18852482047,5,1,0,1,1,2,158832.745331743,50305102003037,2018,1,49320,33748,503051,3,0
1,1041.18852482047,5,4,2,2,0,1,95846.0140833549,50305102003043,2018,3,49320,33748,503051,3,0
1,1041.18852482047,5,7,4,3,0,1,58526.0357731684,50305102003048,2018,3,49320,33748,503051,3,0
1,1041.18852482047,5,5,2,3,1,2,59098.7607849235,50305102003059,2018,1,49320,33748,503051,3,0
1,1041.18852482047,5,5,1,4,0,1,58476.4628032509,50305102003065,2018,3,49320,33748,503051,3,0
1,1041.18852482047,5,3,1,2,2,1,82396.1359701898,50305102003070,2018,1,49320,33748,503051,3,0
1,1041.18852482047,5,5,3,2,0,1,51862.1153677032,50305102003081,2018,3,49320,33748,503051,3,0
2,1567.0318962994,5,4,1,3,0,1,99423.1853083804,50307301303006,2018,2,49320,33748,503073,3,0
2,1567.0318962994,5,3,1,2,1,1,58350.7027473725,50307301303013,2018,2,49320,33748,503073,3,0
2,1567.0318962994,5,4,2,2,0,1,70100.6680559149,50307301303020,2018,3,49320,33748,503073,3,0
2,1567.0318962994,5,1,0,1,0,2,90448.0926313247,50307301303027,2018,3,49320,33748,503073,3,0
2,1567.0318962994,5,3,0,3,0,2,97303.0540301641,50307301303042,2018,4,49320,33748,503073,3,0
2,1567.0318962994,5,4,3,1,0,2,71016.1701921717,50307301303049,2018,3,49320,33748,503073,3,0
2,1567.0318962994,5,7,3,4,1,2,44021.8192031161,50307301303056,2018,1,49320,33748,503073,3,1
2,1567.0318962994,5,2,0,2,0,1,94636.6103351387,50307301303063,2018,2,49320,33748,503073,3,0
2,1567.0318962994,5,4,2,2,0,2,66414.2161638047,50307301303084,2018,3,49320,33748,503073,3,0
2,1567.0318962994,5,1,0,1,0,1,121098.492033503,50307301303092,2018,3,49320,33748,503073,3,0
2,1567.0318962994,5,1,0,1,0,1,118129.431307852,50307301303106,2018,3,49320,33748,503073,3,0
1,2659.42129231252,5,4,2,2,0,2,73474.599915702,50309104005011,2018,3,49320,33748,503091,3,0
1,2659.42129231252,5,2,0,2,1,1,117500.572818577,50309104005025,2018,1,49320,33748,503091,3,0
1,2659.42129231252,5,2,0,2,0,1,53242.6966663029,50309104005039,2018,3,49320,33748,503091,3,0
1,2659.42129231252,5,6,3,3,0,2,46986.3027282254,50309104005053,2018,1,49320,33748,503091,3,1
1,2659.42129231252,5,2,0,2,0,1,69105.8943680458,50309104005082,2018,3,49320,33748,503091,3,0
1,2659.42129231252,5,4,1,3,0,1,91331.9247681876,50309104005096,2018,3,49320,33748,503091,3,0
1,2659.42129231252,5,4,2,2,0,1,99648.9393931883,50309104005110,2018,3,49320,33748,503091,3,0
1,2659.42129231252,5,4,1,3,1,2,52987.8979296712,50309104005124,2018,1,49320,33748,503091,3,0
1,2659.42129231252,5,3,1,2,0,1,67452.6557152699,50309104005152,2018,3,49320,33748,503091,3,0
1,2659.42129231252,5,5,2,3,0,1,51774.1360160853,50309104005166,2018,3,49320,33748,503091,3,0
1,2659.42129231252,5,1,0,1,0,1,152380.636409948,50309104005181,2018,3,49320,33748,503091,3,0
1,2659.42129231252,5,10,4,6,1,1,53196.1749814285,50309104005209,2018,2,49320,33748,503091,3,0
1,1831.48824847938,5,5,3,2,0,1,149525.867328961,50313102002006,2018,4,49320,33748,503131,3,0
1,1831.48824847938,5,4,2,2,0,2,592284.338769208,50313102002016,2018,3,49320,33748,503131,3,0
1,1831.48824847938,5,15,8,7,0,1,55458.9184908918,50313102002026,2018,4,49320,33748,503131,3,0
1,1831.48824847938,5,7,3,4,0,1,60561.1143853354,50313102002035,2018,3,49320,33748,503131,3,0
1,1831.48824847938,5,6,4,2,0,1,52542.8160030199,50313102002055,2018,3,49320,33748,503131,3,0
1,1831.48824847938,5,5,2,3,0,1,155832.731802589,50313102002064,2018,3,49320,33748,503131,3,0
1,1831.48824847938,5,4,2,2,0,1,61283.9270441961,50313102002074,2018,2,49320,33748,503131,3,0
1,1831.48824847938,5,5,1,4,0,1,96378.8046743251,50313102002084,2018,4,49320,33748,503131,3,0
1,1831.48824847938,5,3,1,2,1,2,60894.619900642,50313102002103,2018,1,49320,33748,503131,3,0
1,1831.48824847938,5,1,0,1,0,1,151763.35598207,50313102002113,2018,2,49320,33748,503131,3,0
1,1831.48824847938,5,5,3,2,0,1,62357.6323090216,50313102002123,2018,3,49320,33748,503131,3,0
1,1831.48824847938,5,1,0,1,0,1,210742.217684832,50313102002142,2018,3,49320,33748,503131,3,0
1,815.388603775065,5,5,3,2,0,2,52398.6520525983,50316301011004,2018,2,49320,33748,503163,3,0
1,815.388603775065,5,2,0,2,0,1,157587.346096552,50316301011009,2018,4,49320,33748,503163,3,0
1,815.388603775065,5,6,3,3,1,2,65131.8060954265,50316301011013,2018,2,49320,33748,503163,3,0
1,815.388603775065,5,3,1,2,0,1,85755.9110646382,50316301011017,2018,3,49320,33748,503163,3,0
1,815.388603775065,5,5,3,2,0,1,56423.3156697826,50316301011019,2018,3,49320,33748,503163,3,0
1,815.388603775065,5,5,2,3,0,1,64038.6661351114,50316301011035,2018,3,49320,33748,503163,3,0
1,815.388603775065,5,6,4,2,0,1,66915.5690728623,50316301011043,2018,4,49320,33748,503163,3,0
1,815.388603775065,5,6,2,4,0,2,54535.9502665989,50316301011048,2018,1,49320,33748,503163,3,0
1,815.388603775065,5,2,0,2,2,2,45612.2873890191,50316301011052,2018,2,49320,33748,503163,3,1
1,815.388603775065,5,6,3,3,1,2,46774.1366000642,50316301011056,2018,1,49320,33748,503163,3,1
1,815.388603775065,5,3,1,2,0,1,78489.2882563111,50316301011058,2018,3,49320,33748,503163,3,0
1,815.388603775065,5,3,1,2,0,1,92873.5344546697,50316301011065,2018,3,49320,33748,503163,3,0
2,2387.36414419341,5,2,0,2,0,1,328564.085011108,50316306307005,2018,3,49320,33748,503163,3,0
2,2387.36414419341,5,6,1,5,0,1,186537.976325557,50316306307018,2018,3,49320,33748,503163,3,0
2,2387.36414419341,5,1,0,1,0,2,68538.6225155144,50316306307031,2018,3,49320,33748,503163,3,0
2,2387.36414419341,5,5,0,5,1,1,86192.7257861258,50316306307044,2018,3,49320,33748,503163,3,0
2,2387.36414419341,5,5,1,4,0,1,72174.1802501511,50316306307058,2018,3,49320,33748,503163,3,0
2,2387.36414419341,5,2,0,2,0,2,73662.8836616035,50316306307069,2018,3,49320,33748,503163,3,0
2,2387.36414419341,5,4,2,2,0,1,98830.5447658781,50316306307082,2018,3,49320,33748,503163,3,0
2,2387.36414419341,5,4,2,2,0,1,87011.1239883973,50316306307095,2018,3,49320,33748,503163,3,0
2,2387.36414419341,5,7,3,4,1,1,88468.1980688773,50316306307125,2018,4,49320,33748,503163,3,0
2,2387.36414419341,5,5,2,3,0,1,87214.9695456621,50316306307134,2018,3,49320,33748,503163,3,0
2,2387.36414419341,5,6,1,5,0,1,75639.9373189957,50316306307160,2018,3,49320,33748,503163,3,0
2,2387.36414419341,5,7,3,4,0,2,35098.594798814,50316306307186,2018,2,49320,33748,503163,3,1
1,802.844163716987,5,3,1,2,0,2,104554.570003972,50403101003001,2018,3,49320,33748,504031,3,0
1,802.844163716987,5,3,2,1,0,1,66292.3539693156,50403101003006,2018,1,49320,33748,504031,3,0
1,802.844163716987,5,5,3,2,0,1,58207.3231080121,50403101003010,2018,2,49320,33748,504031,3,0
1,802.844163716987,5,5,2,3,0,2,43327.7108657731,50403101003014,2018,3,49320,33748,504031,3,1
1,802.844163716987,5,1,0,1,0,1,107522.844032456,50403101003021,2018,4,49320,33748,504031,3,0
1,802.844163716987,5,2,0,2,0,1,73387.0928424565,50403101003023,2018,3,49320,33748,504031,3,0
1,802.844163716987,5,6,3,3,0,1,77440.4871484046,50403101003027,2018,4,49320,33748,504031,3,0
1,802.844163716987,5,4,1,3,0,1,68649.7191542883,50403101003031,2018,3,49320,33748,504031,3,0
1,802.844163716987,5,8,5,3,0,2,39078.3465260567,50403101003036,2018,1,49320,33748,504031,3,1
1,802.844163716987,5,7,4,3,0,1,53322.3454800057,50403101003044,2018,3,49320,33748,504031,3,0
1,802.844163716987,5,1,0,1,0,2,58527.3330827433,50403101003053,2018,3,49320,33748,504031,3,0
1,802.844163716987,5,1,0,1,0,1,73416.3241230828,50403101003061,2018,2,49320,33748,504031,3,0
1,1856.57712859553,5,5,2,3,0,1,51359.8506561032,50414102007002,2018,3,49320,33748,504141,3,0
1,1856.57712859553,5,2,0,2,0,1,107535.762904854,50414102007012,2018,3,49320,33748,504141,3,0
1,1856.57712859553,5,2,0,2,0,1,64768.1941445408,50414102007022,2018,3,49320,33748,504141,3,0
1,1856.57712859553,5,12,5,7,1,1,49721.2282995031,50414102007032,2018,2,49320,33748,504141,3,0
1,1856.57712859553,5,3,0,3,0,1,106989.983382286,50414102007052,2018,4,49320,33748,504141,3,0
1,1856.57712859553,5,6,4,2,0,2,97124.3636204247,50414102007061,2018,3,49320,33748,504141,3,0
1,1856.57712859553,5,2,0,2,0,2,40953.7075445297,50414102007071,2018,1,49320,33748,504141,3,1
1,1856.57712859553,5,3,1,2,0,1,207326.235164288,50414102007081,2018,4,49320,33748,504141,3,0
1,1856.57712859553,5,17,7,10,0,1,33347.5918111468,50414102007101,2018,3,49320,33748,504141,3,1
1,1856.57712859553,5,2,0,2,0,1,69130.5154519275,50414102007111,2018,3,49320,33748,504141,3,0
1,1856.57712859553,5,3,1,2,1,1,83620.9754633398,50414102007121,2018,3,49320,33748,504141,3,0
1,1856.57712859553,5,11,4,7,0,1,73270.6722532957,50414102007140,2018,3,49320,33748,504141,3,0
1,1430.06616662088,5,7,4,3,1,1,46849.1568078116,50421101011002,2018,3,49320,33748,504211,3,1
1,1430.06616662088,5,8,4,4,2,1,70969.460180288,50421101011010,2018,2,49320,33748,504211,3,0
1,1430.06616662088,5,6,1,5,0,1,115814.496417329,50421101011018,2018,1,49320,33748,504211,3,0
1,1430.06616662088,5,3,0,3,2,1,68397.4904989175,50421101011025,2018,2,49320,33748,504211,3,0
1,1430.06616662088,5,2,0,2,0,2,59376.1365486676,50421101011040,2018,1,49320,33748,504211,3,0
1,1430.06616662088,5,2,0,2,1,1,66307.877379195,50421101011048,2018,1,49320,33748,504211,3,0
1,1430.06616662088,5,6,2,4,0,1,27520.4096377012,50421101011056,2018,2,49320,33748,504211,3,1
1,1430.06616662088,5,3,1,2,0,1,72541.7999147266,50421101011063,2018,4,49320,33748,504211,3,0
1,1430.06616662088,5,5,3,2,0,1,63944.9122033127,50421101011078,2018,3,49320,33748,504211,3,0
1,1430.06616662088,5,1,0,1,0,1,293360.853788324,50421101011086,2018,3,49320,33748,504211,3,0
1,1430.06616662088,5,2,0,2,2,1,73313.6234728918,50421101011094,2018,2,49320,33748,504211,3,0
1,1430.06616662088,5,2,1,1,0,2,66263.4270030627,50421101011109,2018,2,49320,33748,504211,3,0
2,1255.21207581303,5,6,2,4,0,2,150758.937733572,50503210004006,2018,4,49320,33748,505032,3,0
2,1255.21207581303,5,4,1,3,0,1,32886.558206539,50503210004013,2018,3,49320,33748,505032,3,1
2,1255.21207581303,5,1,0,1,0,1,361037.48506654,50503210004020,2018,4,49320,33748,505032,3,0
2,1255.21207581303,5,1,0,1,0,2,166490.319962702,50503210004026,2018,4,49320,33748,505032,3,0
2,1255.21207581303,5,3,1,2,1,2,167447.991618696,50503210004029,2018,3,49320,33748,505032,3,0
2,1255.21207581303,5,3,1,2,1,2,133010.90659237,50503210004040,2018,4,49320,33748,505032,3,0
2,1255.21207581303,5,3,1,2,0,1,132810.394518697,50503210004047,2018,2,49320,33748,505032,3,0
2,1255.21207581303,5,7,4,3,0,1,103207.126786645,50503210004060,2018,4,49320,33748,505032,3,0
2,1255.21207581303,5,4,2,2,0,1,78601.7826940526,50503210004074,2018,3,49320,33748,505032,3,0
2,1255.21207581303,5,2,0,2,1,2,99447.1788677162,50503210004081,2018,1,49320,33748,505032,3,0
2,1255.21207581303,5,1,0,1,0,2,218514.910712843,50503210004088,2018,3,49320,33748,505032,3,0
2,1255.21207581303,5,4,2,2,0,1,92052.6402316392,50503210004101,2018,3,49320,33748,505032,3,0
2,1673.61610108404,5,3,1,2,0,1,78168.1293801699,50509209003013,2018,3,49320,33748,505092,3,0
2,1673.61610108404,5,5,0,5,0,1,308511.331181857,50509209003022,2018,3,49320,33748,505092,3,0
2,1673.61610108404,5,3,1,2,0,1,197952.159525594,50509209003031,2018,3,49320,33748,505092,3,0
2,1673.61610108404,5,2,0,2,0,2,1135181.55966371,50509209003042,2018,4,49320,33748,505092,3,0
2,1673.61610108404,5,4,2,2,0,1,122912.44645732,50509209003049,2018,4,49320,33748,505092,3,0
2,1673.61610108404,5,7,5,2,0,1,43962.4781305427,50509209003067,2018,3,49320,33748,505092,3,1
2,1673.61610108404,5,4,2,2,0,1,128584.408739167,50509209003076,2018,3,49320,33748,505092,3,0
2,1673.61610108404,5,5,3,2,0,1,107343.601181633,50509209003089,2018,3,49320,33748,505092,3,0
2,1673.61610108404,5,4,1,3,0,1,141147.349505794,50509209003103,2018,4,49320,33748,505092,3,0
2,1673.61610108404,5,3,2,1,0,2,209053.318614768,50509209003112,2018,4,49320,33748,505092,3,0
2,1673.61610108404,5,3,0,3,0,1,182421.287750926,50509209003122,2018,3,49320,33748,505092,3,0
2,1673.61610108404,5,3,1,2,0,1,85331.8219343328,50509209003130,2018,3,49320,33748,505092,3,0
2,7584.43437808908,5,4,2,2,0,1,289697.78845144,50510203001015,2018,4,49320,33748,505102,3,0
2,7584.43437808908,5,4,3,1,0,2,104554.77298598,50510203001044,2018,5,49320,33748,505102,3,0
2,7584.43437808908,5,6,3,3,0,1,79249.1359643615,50510203001072,2018,3,49320,33748,505102,3,0
2,7584.43437808908,5,1,0,1,0,1,265532.123956618,50510203001101,2018,3,49320,33748,505102,3,0
2,7584.43437808908,5,6,3,3,0,1,147485.213717741,50510203001158,2018,3,49320,33748,505102,3,0
2,7584.43437808908,5,8,3,5,0,1,99346.6967426858,50510203001187,2018,3,49320,33748,505102,3,0
2,7584.43437808908,5,5,2,3,0,1,37283.6422336681,50510203001215,2018,3,49320,33748,505102,3,1
2,7584.43437808908,5,5,2,3,0,1,224395.530623926,50510203001301,2018,3,49320,33748,505102,3,0
2,7584.43437808908,5,7,1,6,0,1,66926.6789495137,50510203001329,2018,3,49320,33748,505102,3,0
2,7584.43437808908,5,2,1,1,0,2,75919.2907847657,50510203001358,2018,4,49320,33748,505102,3,0
2,2734.66683183667,5,3,1,2,0,1,172543.763281376,50512209001016,2018,4,49320,33748,505122,3,0
2,2734.66683183667,5,2,1,1,0,2,139675.506576916,50512209001036,2018,3,49320,33748,505122,3,0
