"STRATUM","hhweight","region","hhsize","ch14","adult","elderly","sex_hhh","cons","year","educlevel_hhh","hhid","CLUSTER","hhh_main_activity","povline","food_povline","below_pov"
1,458.414536013852,4,4,2,2,0,1,87006.089860325,2012,3,43141023049,52,2,36482,26085,0
1,458.414536013852,4,7,5,2,0,1,35353.1958252607,2012,3,43141023051,52,1,36482,26085,1
1,458.414536013852,4,4,2,2,1,1,37490.5686379265,2012,3,43141023057,52,1,36482,26085,0
1,458.414536013852,4,1,0,1,1,1,75567.9970776234,2012,3,43141023059,52,NA,36482,26085,0
2,389.65675289591,4,2,0,2,0,1,165621.263616372,2012,2,43292010002,53,4,36482,26085,0
2,389.65675289591,4,3,2,1,0,2,106347.659674102,2012,3,43292010007,53,2,36482,26085,0
2,389.65675289591,4,8,2,6,1,1,31646.5430941855,2012,1,43292010011,53,1,36482,26085,1
2,389.65675289591,4,4,2,2,0,1,237163.912710736,2012,4,43292010015,53,4,36482,26085,0
2,389.65675289591,4,2,0,2,0,1,67190.3682364833,2012,1,43292010020,53,1,36482,26085,0
2,389.65675289591,4,1,0,1,0,2,156725.715276599,2012,3,43292010033,53,4,36482,26085,0
2,389.65675289591,4,10,4,6,1,1,56329.9972281261,2012,3,43292010037,53,1,36482,26085,0
2,389.65675289591,4,5,0,5,1,2,46124.7354450349,2012,2,43292010046,53,1,36482,26085,0
2,389.65675289591,4,5,2,3,0,2,73397.4841618566,2012,4,43292010051,53,4,36482,26085,0
2,389.65675289591,4,7,3,4,0,1,62307.7508084602,2012,4,43292010055,53,4,36482,26085,0
2,389.65675289591,4,8,3,5,0,2,68979.985067599,2012,3,43292010059,53,2,36482,26085,0
2,389.65675289591,4,7,3,4,1,2,19272.0536921236,2012,1,43292010064,53,NA,36482,26085,1
2,389.65675289591,4,5,2,3,1,1,33312.0382193698,2012,3,43292010068,53,1,36482,26085,1
2,389.65675289591,4,7,2,5,0,1,29188.1986775397,2012,3,43292010073,53,2,36482,26085,1
2,389.65675289591,4,8,4,4,0,1,63969.4395528279,2012,3,43292010077,53,2,36482,26085,0
2,389.65675289591,4,1,0,1,0,1,385597.05138972,2012,4,43292010086,53,4,36482,26085,0
2,389.65675289591,4,1,0,1,0,1,123806.140545483,2012,4,43292010090,53,4,36482,26085,0
2,389.65675289591,4,1,0,1,0,1,153040.556525448,2012,5,43292010091,53,4,36482,26085,0
2,389.65675289591,4,3,1,2,0,1,76056.3435222091,2012,3,43292010095,53,2,36482,26085,0
2,389.65675289591,4,5,3,2,0,1,44728.9005334011,2012,3,43292010099,53,1,36482,26085,0
2,389.65675289591,4,2,0,2,0,1,104838.916696264,2012,3,43292010103,53,2,36482,26085,0
2,389.65675289591,4,6,3,3,0,1,48993.6979284988,2012,3,43292010108,53,2,36482,26085,0
2,389.65675289591,4,6,4,2,0,1,30934.5699181772,2012,2,43292010121,53,4,36482,26085,1
2,389.65675289591,4,3,0,3,0,1,78334.6293237523,2012,3,43292010122,53,2,36482,26085,0
2,389.65675289591,4,6,3,3,0,1,34040.9602134987,2012,3,43292010126,53,2,36482,26085,1
2,389.65675289591,4,5,2,3,0,1,46324.6430342524,2012,3,43292010129,53,2,36482,26085,0
2,427.337463870388,4,4,0,4,0,2,52294.9938834035,2012,2,44042025005,54,NA,36482,26085,0
2,427.337463870388,4,4,2,2,0,1,61956.1859891874,2012,3,44042025009,54,2,36482,26085,0
2,427.337463870388,4,4,1,3,0,2,52146.2664753809,2012,3,44042025012,54,2,36482,26085,0
2,427.337463870388,4,3,0,3,0,2,86745.1999964132,2012,3,44042025016,54,4,36482,26085,0
2,427.337463870388,4,3,1,2,0,2,46513.2338311804,2012,3,44042025019,54,4,36482,26085,0
2,427.337463870388,4,1,0,1,0,1,72534.1806100263,2012,3,44042025023,54,2,36482,26085,0
2,427.337463870388,4,1,0,1,0,1,152221.045327959,2012,3,44042025027,54,3,36482,26085,0
2,427.337463870388,4,11,3,8,1,1,45317.7133312153,2012,2,44042025030,54,4,36482,26085,0
2,427.337463870388,4,1,0,1,0,1,206037.384195329,2012,4,44042025034,54,2,36482,26085,0
2,427.337463870388,4,1,0,1,0,1,624074.653942168,2012,4,44042025037,54,2,36482,26085,0
2,427.337463870388,4,3,1,2,0,1,104788.774943529,2012,4,44042025041,54,4,36482,26085,0
2,427.337463870388,4,4,2,2,0,1,87980.4935737994,2012,3,44042025044,54,4,36482,26085,0
2,427.337463870388,4,3,0,3,0,1,59946.3337689843,2012,3,44042025048,54,2,36482,26085,0
2,427.337463870388,4,1,0,1,0,1,402267.573208876,2012,4,44042025052,54,4,36482,26085,0
2,427.337463870388,4,6,4,2,0,1,52226.8767562798,2012,3,44042025059,54,4,36482,26085,0
2,427.337463870388,4,1,0,1,0,1,227133.819401802,2012,2,44042025062,54,4,36482,26085,0
2,427.337463870388,4,10,3,7,0,2,78566.3016931833,2012,2,44042025066,54,NA,36482,26085,0
2,427.337463870388,4,9,3,6,1,1,43067.055052666,2012,1,44042025067,54,2,36482,26085,0
2,427.337463870388,4,1,0,1,0,1,353295.43775573,2012,4,44042025073,54,4,36482,26085,0
2,427.337463870388,4,4,2,2,0,1,60754.0812140193,2012,4,44042025077,54,4,36482,26085,0
2,427.337463870388,4,2,1,1,0,2,126664.929343876,2012,3,44042025080,54,4,36482,26085,0
2,427.337463870388,4,1,0,1,0,1,184563.024732399,2012,3,44042025084,54,4,36482,26085,0
2,427.337463870388,4,3,0,3,0,1,205358.654663885,2012,5,44042025094,54,4,36482,26085,0
2,427.337463870388,4,4,1,3,0,1,131798.154766907,2012,1,44042025098,54,2,36482,26085,0
2,427.337463870388,4,5,0,5,0,1,70051.0809311206,2012,4,44042025102,54,2,36482,26085,0
2,427.337463870388,4,2,0,2,0,2,100997.906071131,2012,3,44042025106,54,4,36482,26085,0
2,453.536844811908,4,4,1,3,0,1,38735.2645137258,2012,1,44092028001,55,NA,36482,26085,0
2,453.536844811908,4,2,0,2,0,1,122850.267267472,2012,3,44092028007,55,2,36482,26085,0
2,453.536844811908,4,3,2,1,0,2,47877.1770944389,2012,1,44092028012,55,NA,36482,26085,0
2,453.536844811908,4,6,1,5,0,1,57142.2350773207,2012,3,44092028018,55,2,36482,26085,0
2,453.536844811908,4,1,0,1,0,1,143559.483936919,2012,3,44092028024,55,2,36482,26085,0
2,453.536844811908,4,7,3,4,0,1,66150.5300889951,2012,3,44092028029,55,3,36482,26085,0
2,453.536844811908,4,5,3,2,0,1,55443.2662732975,2012,3,44092028035,55,4,36482,26085,0
2,453.536844811908,4,3,1,2,0,2,49571.7783767837,2012,2,44092028040,55,2,36482,26085,0
2,453.536844811908,4,5,2,3,1,1,69079.56648958,2012,3,44092028046,55,3,36482,26085,0
2,453.536844811908,4,1,0,1,0,1,191285.454039232,2012,3,44092028053,55,2,36482,26085,0
2,453.536844811908,4,3,2,1,0,2,143890.747082357,2012,3,44092028054,55,2,36482,26085,0
2,453.536844811908,4,7,1,6,0,1,66943.6259917068,2012,3,44092028058,55,1,36482,26085,0
2,453.536844811908,4,4,2,2,0,1,54153.3753361061,2012,3,44092028062,55,4,36482,26085,0
2,453.536844811908,4,2,0,2,0,1,268928.062013476,2012,3,44092028074,55,3,36482,26085,0
2,453.536844811908,4,3,1,2,0,1,85083.9602359456,2012,3,44092028085,55,2,36482,26085,0
2,453.536844811908,4,3,1,2,0,2,53097.2898767447,2012,3,44092028090,55,2,36482,26085,0
2,453.536844811908,4,1,0,1,0,2,99349.1549182758,2012,3,44092028096,55,4,36482,26085,0
2,453.536844811908,4,4,2,2,0,2,70185.0677981695,2012,3,44092028102,55,NA,36482,26085,0
2,453.536844811908,4,1,0,1,0,1,125905.25865432,2012,3,44092028107,55,4,36482,26085,0
2,453.536844811908,4,3,1,2,0,2,62951.4720390316,2012,3,44092028113,55,4,36482,26085,0
2,453.536844811908,4,6,2,4,1,1,59254.8393295324,2012,1,44092028118,55,NA,36482,26085,0
2,453.536844811908,4,4,2,2,0,1,65842.8134698628,2012,3,44092028140,55,4,36482,26085,0
2,453.536844811908,4,4,1,3,1,1,78429.3890317152,2012,2,44092028146,55,NA,36482,26085,0
2,453.536844811908,4,4,2,2,0,1,74145.4177752186,2012,3,44092028152,55,2,36482,26085,0
2,453.536844811908,4,4,2,2,1,1,77002.6859277916,2012,3,44092028157,55,NA,36482,26085,0
2,453.536844811908,4,3,1,2,1,1,72860.5009722623,2012,3,44092028163,55,NA,36482,26085,0
2,602.124012166963,4,5,1,4,0,1,551618.606211939,2012,1,44103082013,56,2,36482,26085,0
2,602.124012166963,4,5,2,3,0,1,138720.157259844,2012,3,44103082026,56,2,36482,26085,0
2,602.124012166963,4,4,1,3,0,1,50124.7357253528,2012,1,44103082040,56,2,36482,26085,0
2,602.124012166963,4,3,1,2,0,1,210364.128344794,2012,4,44103082054,56,2,36482,26085,0
2,602.124012166963,4,4,2,2,0,1,86985.2495976282,2012,2,44103082068,56,2,36482,26085,0
2,602.124012166963,4,4,1,3,0,2,104578.594656253,2012,4,44103082082,56,4,36482,26085,0
2,602.124012166963,4,5,3,2,0,1,71910.6743356163,2012,3,44103082109,56,4,36482,26085,0
2,602.124012166963,4,6,3,3,0,1,28782.6079469843,2012,3,44103082123,56,2,36482,26085,1
2,602.124012166963,4,9,2,7,0,1,54977.9049789918,2012,2,44103082137,56,2,36482,26085,0
2,602.124012166963,4,4,1,3,0,1,350398.714356964,2012,4,44103082151,56,4,36482,26085,0
2,602.124012166963,4,4,2,2,0,2,49528.5845251538,2012,3,44103082206,56,2,36482,26085,0
2,602.124012166963,4,11,4,7,0,1,67524.7986727006,2012,3,44103082220,56,4,36482,26085,0
2,602.124012166963,4,7,2,5,0,1,67741.2394276879,2012,3,44103082234,56,2,36482,26085,0
2,602.124012166963,4,2,0,2,2,2,63475.4413410411,2012,3,44103082262,56,NA,36482,26085,0
2,602.124012166963,4,7,5,2,0,1,35287.8778348813,2012,3,44103082275,56,4,36482,26085,1
2,602.124012166963,4,5,2,3,0,2,49172.7431379073,2012,3,44103082289,56,2,36482,26085,0
2,602.124012166963,4,5,0,5,2,1,36496.1971968875,2012,2,44103082303,56,NA,36482,26085,0
2,602.124012166963,4,5,0,5,0,1,83121.7936205188,2012,3,44103082317,56,2,36482,26085,0
2,602.124012166963,4,2,0,2,0,1,81445.7243262137,2012,3,44103082331,56,4,36482,26085,0
2,602.124012166963,4,7,3,4,0,1,43602.5767967448,2012,2,44103082345,56,4,36482,26085,0
2,602.124012166963,4,3,0,3,0,2,18569.9401196977,2012,2,44103082358,56,2,36482,26085,1
2,602.124012166963,4,4,0,4,0,1,46730.6839035246,2012,3,44103082372,56,2,36482,26085,0
2,602.124012166963,4,6,1,5,2,1,52251.7415031607,2012,3,44103082386,56,2,36482,26085,0
2,602.124012166963,4,7,3,4,0,1,79713.2634468687,2012,3,44103082400,56,2,36482,26085,0
2,602.124012166963,4,4,1,3,0,2,45938.9441066768,2012,4,44103082414,56,4,36482,26085,0
2,573.144563270136,4,1,0,1,0,1,205439.479404099,2012,4,44142014006,57,4,36482,26085,0
2,573.144563270136,4,5,1,4,0,1,71121.205347327,2012,4,44142014012,57,4,36482,26085,0
2,573.144563270136,4,4,2,2,0,1,82608.2713380825,2012,3,44142014018,57,2,36482,26085,0
2,573.144563270136,4,10,2,8,1,2,60967.1662501271,2012,1,44142014023,57,2,36482,26085,0
2,573.144563270136,4,3,1,2,0,1,17325.6713956945,2012,3,44142014029,57,2,36482,26085,1
2,573.144563270136,4,5,3,2,0,2,41188.1516187793,2012,1,44142014035,57,2,36482,26085,0
2,573.144563270136,4,2,0,2,0,2,35570.1191131681,2012,3,44142014041,57,4,36482,26085,1
2,573.144563270136,4,5,3,2,0,1,29778.8093165456,2012,2,44142014046,57,2,36482,26085,1
2,573.144563270136,4,23,8,15,0,2,103618.755788536,2012,3,44142014052,57,2,36482,26085,0
2,573.144563270136,4,3,0,3,0,2,71629.9438497378,2012,5,44142014058,57,4,36482,26085,0
2,573.144563270136,4,3,1,2,0,1,209914.444566536,2012,4,44142014069,57,2,36482,26085,0
2,573.144563270136,4,1,0,1,0,2,168231.35464339,2012,3,44142014087,57,4,36482,26085,0
2,573.144563270136,4,5,2,3,0,1,47507.1279952251,2012,3,44142014093,57,4,36482,26085,0
2,573.144563270136,4,3,1,2,0,1,72789.5273792991,2012,3,44142014104,57,4,36482,26085,0
2,573.144563270136,4,4,2,2,0,1,115510.002305802,2012,4,44142014110,57,2,36482,26085,0
2,573.144563270136,4,4,1,3,0,2,52354.4034833172,2012,3,44142014116,57,NA,36482,26085,0
2,573.144563270136,4,9,5,4,1,2,48629.0177848662,2012,1,44142014121,57,NA,36482,26085,0
2,573.144563270136,4,3,1,2,0,1,71558.8621760178,2012,3,44142014127,57,2,36482,26085,0
2,573.144563270136,4,5,0,5,0,1,43705.1790476118,2012,4,44142014133,57,4,36482,26085,0
2,573.144563270136,4,7,3,4,0,1,103708.089725973,2012,3,44142014139,57,2,36482,26085,0
2,573.144563270136,4,1,0,1,0,1,75807.2508656947,2012,3,44142014144,57,2,36482,26085,0
2,573.144563270136,4,5,3,2,0,1,72416.3647532721,2012,4,44142014156,57,4,36482,26085,0
2,573.144563270136,4,4,1,3,0,2,96191.2008504526,2012,3,44142014167,57,NA,36482,26085,0
2,1705.85527348379,4,8,3,5,1,2,64486.6517769949,2012,1,45013304022,58,NA,36482,26085,0
2,1705.85527348379,4,4,1,3,1,2,34505.0825772138,2012,1,45013304034,58,2,36482,26085,1
2,1705.85527348379,4,4,1,3,0,2,22046.6297186371,2012,4,45013304045,58,NA,36482,26085,1
2,1705.85527348379,4,3,1,2,0,1,76009.3055577151,2012,3,45013304056,58,2,36482,26085,0
2,1705.85527348379,4,6,3,3,0,1,37748.8679753042,2012,3,45013304078,58,2,36482,26085,0
2,1705.85527348379,4,4,2,2,0,2,41846.2225584854,2012,1,45013304089,58,2,36482,26085,0
2,1705.85527348379,4,8,5,3,0,1,54298.0037266737,2012,3,45013304101,58,1,36482,26085,0
2,1705.85527348379,4,5,3,2,0,2,83184.9593949254,2012,NA,45013304112,58,2,36482,26085,0
2,1705.85527348379,4,3,1,2,0,1,55061.0502441812,2012,3,45013304123,58,4,36482,26085,0
2,1705.85527348379,4,5,2,3,0,2,47678.3842351316,2012,3,45013304134,58,4,36482,26085,0
2,1705.85527348379,4,6,4,2,0,1,77112.3038465221,2012,3,45013304145,58,4,36482,26085,0
2,1705.85527348379,4,4,2,2,0,1,75778.0813151641,2012,3,45013304156,58,2,36482,26085,0
2,1705.85527348379,4,4,2,2,0,1,68570.1629144746,2012,3,45013304168,58,2,36482,26085,0
2,1705.85527348379,4,10,2,8,0,1,189768.530663839,2012,5,45013304190,58,2,36482,26085,0
2,1705.85527348379,4,5,1,4,0,1,44566.2914451551,2012,5,45013304201,58,1,36482,26085,0
2,1705.85527348379,4,11,5,6,0,2,45795.7736981603,2012,2,45013304212,58,2,36482,26085,0
2,1705.85527348379,4,3,1,2,0,2,53141.6081345147,2012,3,45013304223,58,2,36482,26085,0
2,1705.85527348379,4,3,0,3,0,1,62530.4393587318,2012,4,45013304235,58,2,36482,26085,0
2,1705.85527348379,4,7,4,3,0,1,93583.6480407295,2012,4,45013304246,58,2,36482,26085,0
2,1705.85527348379,4,1,0,1,0,1,151095.796198926,2012,3,45013304257,58,2,36482,26085,0
2,1705.85527348379,4,6,1,5,0,2,38394.1652214001,2012,4,45013304279,58,2,36482,26085,0
2,1705.85527348379,4,7,2,5,1,2,27597.5724289478,2012,1,45013304290,58,4,36482,26085,1
2,1705.85527348379,4,7,1,6,0,1,49800.3795178285,2012,1,45013304302,58,2,36482,26085,0
2,1705.85527348379,4,7,3,4,1,2,47229.7802337391,2012,3,45013304313,58,NA,36482,26085,0
2,1705.85527348379,4,1,0,1,0,1,96013.0808076556,2012,3,45013304324,58,2,36482,26085,0
2,1705.85527348379,4,8,3,5,0,1,42755.2667488528,2012,2,45013304335,58,2,36482,26085,0
1,1434.35664322715,4,3,1,2,0,1,179475.410827909,2012,3,46041011008,59,1,36482,26085,0
1,1434.35664322715,4,7,4,3,0,1,61573.679548994,2012,3,46041011019,59,1,36482,26085,0
1,1434.35664322715,4,3,1,2,0,1,80417.3122387094,2012,1,46041011030,59,1,36482,26085,0
1,1434.35664322715,4,2,0,2,2,1,59648.6404882497,2012,1,46041011041,59,1,36482,26085,0
1,1434.35664322715,4,2,0,2,2,1,47100.8855619523,2012,1,46041011052,59,1,36482,26085,0
1,1434.35664322715,4,1,0,1,0,1,64919.1305084979,2012,1,46041011062,59,1,36482,26085,0
1,1434.35664322715,4,5,3,2,0,1,28433.8385340222,2012,3,46041011073,59,1,36482,26085,1
1,1434.35664322715,4,8,3,5,0,1,21109.5124069053,2012,1,46041011095,59,1,36482,26085,1
1,1434.35664322715,4,5,3,2,0,1,30920.3273751438,2012,1,46041011106,59,1,36482,26085,1
1,1434.35664322715,4,5,3,2,0,1,51864.3868832897,2012,3,46041011117,59,1,36482,26085,0
1,1434.35664322715,4,10,5,5,0,1,28694.4508471213,2012,3,46041011128,59,1,36482,26085,1
1,1434.35664322715,4,6,4,2,0,1,28233.0910410772,2012,3,46041011139,59,1,36482,26085,1
1,1434.35664322715,4,3,2,1,0,2,40979.7190626605,2012,3,46041011150,59,1,36482,26085,0
1,1434.35664322715,4,6,2,4,0,1,33483.3439711046,2012,3,46041011161,59,1,36482,26085,1
1,1434.35664322715,4,2,0,2,0,1,52618.0863150486,2012,1,46041011172,59,1,36482,26085,0
1,1434.35664322715,4,1,0,1,1,2,58563.4570775529,2012,1,46041011216,59,1,36482,26085,0
1,1434.35664322715,4,5,0,5,1,1,40529.5165891922,2012,1,46041011227,59,1,36482,26085,0
1,1434.35664322715,4,6,2,4,0,2,47456.327942208,2012,3,46041011238,59,1,36482,26085,0
1,1434.35664322715,4,5,1,4,1,1,31275.5131468819,2012,1,46041011249,59,1,36482,26085,1
1,1434.35664322715,4,8,5,3,0,1,40560.9855441396,2012,3,46041011260,59,1,36482,26085,0
1,1434.35664322715,4,8,6,2,0,1,35102.4499305476,2012,1,46041011271,59,1,36482,26085,1
1,1434.35664322715,4,7,5,2,0,1,25493.5833879211,2012,1,46041011283,59,1,36482,26085,1
1,1434.35664322715,4,6,4,2,0,1,40968.0261237925,2012,3,46041011293,59,1,36482,26085,0
1,1434.35664322715,4,7,5,2,0,1,34773.598202887,2012,3,46041011304,59,1,36482,26085,1
1,1434.35664322715,4,3,1,2,0,2,25796.7187687426,2012,1,46041011315,59,NA,36482,26085,1
1,1434.35664322715,4,8,4,4,0,2,28895.4771793128,2012,3,46041011326,59,1,36482,26085,1
1,1866.59811131891,4,6,3,3,0,1,38745.2437079822,2012,1,46171044005,60,1,36482,26085,0
1,1866.59811131891,4,5,3,2,0,1,65811.5529706602,2012,1,46171044014,60,1,36482,26085,0
1,1866.59811131891,4,1,0,1,0,1,157295.073114896,2012,5,46171044022,60,4,36482,26085,0
1,1866.59811131891,4,4,2,2,0,1,33664.5405041037,2012,1,46171044031,60,1,36482,26085,1
1,1866.59811131891,4,5,2,3,1,2,42137.5784437291,2012,1,46171044040,60,1,36482,26085,0
1,1866.59811131891,4,6,3,3,0,1,54739.6211019808,2012,3,46171044048,60,1,36482,26085,0
1,1866.59811131891,4,7,4,3,0,1,39291.4559767759,2012,3,46171044057,60,1,36482,26085,0
1,1866.59811131891,4,1,0,1,1,2,106577.906212609,2012,1,46171044066,60,1,36482,26085,0
1,1866.59811131891,4,8,2,6,0,1,26730.9727566245,2012,3,46171044074,60,1,36482,26085,1
1,1866.59811131891,4,3,1,2,0,1,67615.5625054088,2012,1,46171044083,60,1,36482,26085,0
1,1866.59811131891,4,8,2,6,1,1,33240.1106602779,2012,1,46171044092,60,1,36482,26085,1
1,1866.59811131891,4,8,4,4,0,1,28646.5678823205,2012,3,46171044100,60,1,36482,26085,1
1,1866.59811131891,4,9,3,6,1,1,37931.2383565964,2012,1,46171044109,60,1,36482,26085,0
1,1866.59811131891,4,6,4,2,0,1,52052.5885670999,2012,1,46171044126,60,1,36482,26085,0
1,1866.59811131891,4,1,0,1,0,1,199723.904707072,2012,3,46171044135,60,1,36482,26085,0
1,1866.59811131891,4,1,0,1,0,2,111277.187502953,2012,1,46171044144,60,1,36482,26085,0
1,1866.59811131891,4,6,2,4,0,2,37058.7114261711,2012,3,46171044152,60,1,36482,26085,0
1,1866.59811131891,4,11,7,4,1,1,22266.5699919552,2012,2,46171044161,60,1,36482,26085,1
1,1866.59811131891,4,5,1,4,1,1,49829.1260747349,2012,3,46171044170,60,1,36482,26085,0
1,1866.59811131891,4,7,4,3,0,1,44994.0074547761,2012,3,46171044178,60,1,36482,26085,0
1,1866.59811131891,4,10,4,6,1,1,29447.2566287191,2012,1,46171044187,60,1,36482,26085,1
1,1866.59811131891,4,9,5,4,0,1,45662.138255008,2012,3,46171044196,60,1,36482,26085,0
1,1866.59811131891,4,8,4,4,0,2,40161.4719350547,2012,1,46171044213,60,1,36482,26085,0
1,1866.59811131891,4,4,2,2,0,1,21000.7903653269,2012,3,46171044222,60,1,36482,26085,1
1,1866.59811131891,4,2,1,1,1,2,80643.2192961597,2012,1,46171044230,60,1,36482,26085,0
1,1866.59811131891,4,5,3,2,0,1,54786.855073429,2012,1,46171044239,60,1,36482,26085,0
1,2229.95148933904,4,2,0,2,0,1,52553.7332792148,2012,1,47111051009,61,1,36482,26085,0
1,2229.95148933904,4,7,4,3,0,1,90132.066098667,2012,3,47111051035,61,1,36482,26085,0
1,2229.95148933904,4,6,4,2,0,2,24356.6127439418,2012,1,47111051060,61,1,36482,26085,1
1,2229.95148933904,4,6,4,2,0,2,31996.3355024418,2012,1,47111051085,61,1,36482,26085,1
1,2229.95148933904,4,10,4,6,0,2,60775.7592410068,2012,1,47111051110,61,NA,36482,26085,0
1,2229.95148933904,4,5,3,2,0,2,83653.6889980503,2012,1,47111051136,61,1,36482,26085,0
1,2229.95148933904,4,4,2,2,0,1,242439.631875697,2012,1,47111051186,61,NA,36482,26085,0
1,2229.95148933904,4,3,2,1,0,2,141299.63516851,2012,1,47111051211,61,NA,36482,26085,0
1,2229.95148933904,4,6,4,2,0,1,97280.0366950519,2012,3,47111051262,61,1,36482,26085,0
1,2229.95148933904,4,3,1,2,0,1,116444.402559783,2012,1,47111051287,61,1,36482,26085,0
1,2229.95148933904,4,6,2,4,0,1,61470.8044618683,2012,2,47111051312,61,1,36482,26085,0
1,2229.95148933904,4,2,0,2,2,1,25489.5648745855,2012,1,47111051338,61,1,36482,26085,1
1,2229.95148933904,4,3,0,3,0,1,61609.8649109262,2012,1,47111051363,61,1,36482,26085,0
1,2229.95148933904,4,2,1,1,0,1,25152.0372106232,2012,1,47111051413,61,1,36482,26085,1
1,2229.95148933904,4,6,4,2,0,2,48773.2087450169,2012,1,47111051438,61,1,36482,26085,0
1,2229.95148933904,4,5,3,2,0,1,33203.7968359825,2012,1,47111051464,61,1,36482,26085,1
1,2229.95148933904,4,8,4,4,1,1,34639.5642334482,2012,1,47111051489,61,1,36482,26085,1
1,2229.95148933904,4,8,6,2,0,2,47810.1497935414,2012,1,47111051514,61,1,36482,26085,0
1,2229.95148933904,4,6,4,2,0,2,30225.6649802546,2012,1,47111051539,61,1,36482,26085,1
1,2229.95148933904,4,4,2,2,0,1,90905.1425929353,2012,1,47111051565,61,1,36482,26085,0
1,2229.95148933904,4,7,5,2,0,1,25258.736186864,2012,3,47111051590,61,1,36482,26085,1
1,2229.95148933904,4,4,2,2,0,2,49096.0749002348,2012,1,47111051615,61,1,36482,26085,0
1,2229.95148933904,4,5,3,2,0,1,48149.9233326739,2012,1,47111051639,61,1,36482,26085,0
1,2229.95148933904,4,6,4,2,0,1,75095.0602435128,2012,3,47111051665,61,1,36482,26085,0
1,2229.95148933904,4,5,3,2,0,1,36200.3753955838,2012,1,47111051691,61,1,36482,26085,1
1,2229.95148933904,4,7,2,5,0,1,49271.1028858016,2012,3,47111051740,61,1,36482,26085,0
1,1198.93032491323,5,2,1,1,0,2,67167.7721457047,2012,3,51083497001,63,1,36482,26085,0
1,1198.93032491323,5,10,3,7,0,1,53388.4621732179,2012,3,51083497003,63,4,36482,26085,0
1,1198.93032491323,5,3,0,3,0,1,69681.4246403015,2012,3,51083497005,63,1,36482,26085,0
1,1198.93032491323,5,8,3,5,0,2,31089.6648527465,2012,3,51083497007,63,1,36482,26085,1
1,1198.93032491323,5,3,1,2,1,1,58028.4555595931,2012,2,51083497009,63,4,36482,26085,0
1,1198.93032491323,5,5,3,2,0,1,52359.0599027365,2012,3,51083497011,63,1,36482,26085,0
1,1198.93032491323,5,9,4,5,0,1,31072.0471350596,2012,2,51083497013,63,NA,36482,26085,1
1,1198.93032491323,5,9,5,4,0,1,32317.5518060189,2012,1,51083497014,63,1,36482,26085,1
1,1198.93032491323,5,1,0,1,0,2,73107.8512303603,2012,2,51083497016,63,1,36482,26085,0
1,1198.93032491323,5,8,6,2,0,1,43093.3337497773,2012,3,51083497020,63,1,36482,26085,0
1,1198.93032491323,5,3,2,1,0,1,37513.1796589803,2012,2,51083497022,63,1,36482,26085,0
1,1198.93032491323,5,3,2,1,0,2,41659.6681008144,2012,2,51083497024,63,1,36482,26085,0
1,1198.93032491323,5,3,2,1,0,2,44226.7726144232,2012,1,51083497026,63,2,36482,26085,0
1,1198.93032491323,5,3,1,2,0,2,53979.667613339,2012,4,51083497028,63,2,36482,26085,0
1,1198.93032491323,5,6,4,2,0,1,44567.802609555,2012,3,51083497031,63,1,36482,26085,0
1,1198.93032491323,5,4,1,3,0,1,37545.5147508406,2012,1,51083497033,63,1,36482,26085,0
1,1198.93032491323,5,1,0,1,0,1,49430.7545803263,2012,3,51083497035,63,2,36482,26085,0
1,1198.93032491323,5,3,1,2,1,1,45891.8651968035,2012,2,51083497037,63,NA,36482,26085,0
1,1198.93032491323,5,5,3,2,0,1,37135.5322537953,2012,3,51083497039,63,1,36482,26085,0
1,1198.93032491323,5,2,0,2,0,1,45228.6519695151,2012,2,51083497041,63,1,36482,26085,0
1,1198.93032491323,5,4,2,2,0,1,50460.6008700142,2012,3,51083497042,63,1,36482,26085,0
1,1198.93032491323,5,4,3,1,0,2,45555.5641441443,2012,3,51083497044,63,2,36482,26085,0
1,1198.93032491323,5,4,0,4,0,1,42412.6258505851,2012,2,51083497048,63,1,36482,26085,0
1,1198.93032491323,5,5,3,2,0,1,37417.0683476204,2012,3,51083497050,63,1,36482,26085,0
1,1198.93032491323,5,4,1,3,0,1,37561.8213170637,2012,4,51083497052,63,2,36482,26085,0
1,1198.93032491323,5,7,3,4,0,1,31550.7935419842,2012,3,51083497054,63,1,36482,26085,1
1,1198.93032491323,5,7,1,6,1,2,35238.2877665217,2012,1,51091024001,64,1,36482,26085,1
1,1198.93032491323,5,7,2,5,0,1,65048.2441863893,2012,2,51091024006,64,NA,36482,26085,0
1,1198.93032491323,5,3,1,2,0,1,54489.105060983,2012,2,51091024010,64,2,36482,26085,0
1,1198.93032491323,5,5,1,4,0,1,36769.5132340752,2012,1,51091024016,64,1,36482,26085,0
1,1198.93032491323,5,13,5,8,1,1,45213.4305994224,2012,3,51091024019,64,1,36482,26085,0
1,1198.93032491323,5,8,4,4,1,1,55650.4551556284,2012,2,51091024024,64,1,36482,26085,0
1,1198.93032491323,5,2,0,2,1,2,87243.2561895473,2012,1,51091024028,64,1,36482,26085,0
1,1198.93032491323,5,5,3,2,1,1,39658.7626148051,2012,3,51091024033,64,1,36482,26085,0
1,1198.93032491323,5,7,4,3,0,2,53615.9347677442,2012,1,51091024037,64,1,36482,26085,0
1,1198.93032491323,5,2,0,2,0,1,55626.3883475839,2012,2,51091024046,64,1,36482,26085,0
